,id,rated,speed,createdAt,lastMoveAt,winner,clock,movesperplayer,white_player_name,white_ranking,black_player_name,black_ranking,Gametime,timepermove,white_kingcastle,white_queencastle,black_kingcastle,black_queencastle,White_moves_before_castle,Black_moves_before_castle,opens1,my_rank,i_won,enemy_rank,rank_difference,is_higher
24,myb1R9l1,True,blitz,2023-05-31 16:06:14.961000+02:00,2023-05-31 16:14:46.534000+02:00,black,300,53,sadasukh,1728,EvilSaintPL,1768,511.6,9.7,1,0,1,0,13,7,no opens,1768,1,1728,40,True
25,6wWH5djx,True,blitz,2023-05-31 16:02:18.498000+02:00,2023-05-31 16:06:08.978000+02:00,white,300,23,EvilSaintPL,1763,sadasukh,1733,230.5,10.0,1,0,1,0,7,7,no opens,1763,1,1733,30,True
26,dchTadkN,True,blitz,2023-05-31 16:00:26.666000+02:00,2023-05-31 16:02:11.921000+02:00,white,300,15,andrejpan,1731,EvilSaintPL,1769,105.3,7.0,1,0,1,0,6,13,no opens,1769,-1,1731,38,True
27,hkG3xcPk,True,blitz,2023-05-31 15:57:58.420000+02:00,2023-05-31 15:58:52.940000+02:00,black,300,12,Minik55,1801,EvilSaintPL,1763,54.5,4.5,0,0,0,0,14,14,Black e4 e5 f4 d5,1763,1,1801,-38,False
28,yN0XtQ2l,True,blitz,2023-05-31 15:48:37.354000+02:00,2023-05-31 15:57:41.046000+02:00,white,300,45,EvilSaintPL,1757,germanhugo,1749,543.7,12.1,1,0,1,0,7,9,no opens,1757,1,1749,8,True
29,NZpwYtLT,True,blitz,2023-05-31 15:43:56.332000+02:00,2023-05-31 15:47:33.818000+02:00,white,300,33,asanbelmon,1769,EvilSaintPL,1763,217.5,6.6,1,0,1,0,4,14,no opens,1763,-1,1769,-6,False
30,f28dXy5V,True,blitz,2023-05-31 02:21:25.503000+02:00,2023-05-31 02:24:52.187000+02:00,white,300,21,EvilSaintPL,1757,Par14,1741,206.7,9.8,1,0,1,0,6,16,White e4 c5 Nf3 e6,1757,1,1741,16,True
31,Lb0nazPR,True,blitz,2023-05-31 02:09:26.347000+02:00,2023-05-31 02:15:47.098000+02:00,black,300,43,TheKingMaker316,1739,EvilSaintPL,1752,380.8,8.9,0,1,1,0,19,6,Black e4 e5 Nf3 Nc6,1752,1,1739,13,True
32,xHg1zftf,True,blitz,2023-05-31 01:50:59.876000+02:00,2023-05-31 02:00:53.874000+02:00,white,300,36,EvilSaintPL,1746,uysie,1719,594.0,16.5,1,0,0,1,8,16,White e4 e5 Nf3 Nc6,1746,1,1719,27,True
33,O9A9ZgqP,True,blitz,2023-05-31 01:37:21.019000+02:00,2023-05-31 01:41:54.804000+02:00,white,300,47,EvilSaintPL,1741,gcguilherme,1680,273.8,5.8,1,0,0,0,14,48,White e4 g6 d4 Bg7,1741,1,1680,61,True
34,jGkJn7ez,True,blitz,2023-05-31 01:29:31.057000+02:00,2023-05-31 01:37:09.829000+02:00,white,300,33,lord_demonaz,1728,EvilSaintPL,1748,458.8,13.9,1,0,0,0,5,34,Black e4 e5 Nf3 Nc6,1748,-1,1728,20,True
35,3MObJQFv,True,blitz,2023-05-31 01:22:16.611000+02:00,2023-05-31 01:28:44.292000+02:00,black,300,36,EvilSaintPL,1752,gcoltrinari,1836,387.7,10.8,1,0,1,0,7,5,White e4 e5 Nf3 Nf6,1752,-1,1836,-84,False
36,xMlIvJ6z,True,blitz,2023-05-31 01:12:16.949000+02:00,2023-05-31 01:22:12.909000+02:00,white,300,59,viplav9,1786,EvilSaintPL,1758,596.0,10.1,0,1,0,1,11,12,no opens,1758,-1,1786,-28,False
37,AiMUPNo2,True,blitz,2023-05-31 01:03:21.820000+02:00,2023-05-31 01:07:25.785000+02:00,white,300,22,EvilSaintPL,1751,PRIPADAI,1788,244.0,11.1,1,0,1,0,8,9,no opens,1751,1,1788,-37,False
38,sn3DfwwE,True,blitz,2023-05-31 00:56:27.411000+02:00,2023-05-31 01:03:13.325000+02:00,white,300,53,servo160mickel,1732,EvilSaintPL,1758,405.9,7.7,1,0,1,0,5,7,Black e4 e5 Nf3 Nc6,1758,-1,1732,26,True
39,SQ1Bu7CD,True,blitz,2023-05-31 00:47:03.684000+02:00,2023-05-31 00:56:16.364000+02:00,white,300,40,EvilSaintPL,1751,cach1964,1754,552.7,13.8,1,0,0,0,5,41,no opens,1751,1,1754,-3,False
40,YSwLS7Vx,True,blitz,2023-05-18 17:04:49.805000+02:00,2023-05-18 17:14:55.191000+02:00,white,300,45,EvilSaintPL,1746,satyarizky,1710,605.4,13.5,1,0,1,0,8,9,White e4 e5 Nf3 Nc6,1746,1,1710,36,True
41,N6Ckbzgc,True,blitz,2023-05-18 16:42:56.161000+02:00,2023-05-18 16:50:46.214000+02:00,black,300,45,salimparmar,1761,EvilSaintPL,1740,470.1,10.4,1,0,1,0,6,5,Black e4 e5 Nf3 Nc6,1740,1,1761,-21,False
42,Dg7rSoKX,True,blitz,2023-05-18 16:34:12.447000+02:00,2023-05-18 16:42:50.429000+02:00,white,300,47,rafael4848,1737,EvilSaintPL,1746,518.0,11.0,1,0,0,1,11,11,Black e4 e5 Bc4 Nf6,1746,-1,1737,9,True
43,XyAwnyZZ,True,blitz,2023-05-18 16:25:48.820000+02:00,2023-05-18 16:33:59.459000+02:00,black,300,24,EvilSaintPL,1752,REspino1015,1765,490.6,20.4,1,0,1,0,6,7,White e4 e5 Nf3 Nc6,1752,-1,1765,-13,False
44,pPmI3mtR,True,blitz,2023-05-18 00:46:02.321000+02:00,2023-05-18 00:55:42.251000+02:00,white,300,69,EvilSaintPL,1745,Alexwonderful,1749,579.9,8.4,0,1,1,0,13,13,no opens,1745,1,1749,-4,False
45,Ez4DuMKH,True,blitz,2023-05-18 00:43:02.580000+02:00,2023-05-18 00:45:59.221000+02:00,black,300,32,Alexwonderful,1755,EvilSaintPL,1739,176.6,5.5,1,0,0,0,5,34,Black e4 e5 Nf3 Nc6,1739,1,1755,-16,False
46,4tzVcjyd,True,blitz,2023-05-18 00:32:38.934000+02:00,2023-05-18 00:42:52.601000+02:00,draw,300,83,EvilSaintPL,1738,Alexwonderful,1755,613.7,7.4,1,0,1,0,11,8,no opens,1738,0,1755,-17,False
47,9YLTV69n,True,blitz,2023-05-18 00:31:08.137000+02:00,2023-05-18 00:32:27.220000+02:00,white,300,12,Alithium,1792,EvilSaintPL,1744,79.1,6.6,0,0,0,0,14,13,Black e4 e5 Nf3 Nc6,1744,-1,1792,-48,False
48,yfGRGIMD,True,blitz,2023-05-18 00:26:44.114000+02:00,2023-05-18 00:31:04.336000+02:00,white,300,24,krimoxe,1755,EvilSaintPL,1751,260.2,10.8,0,0,0,1,26,11,Black e4 e5 f4 d5,1751,-1,1755,-4,False
49,OSLo2DYj,True,blitz,2023-05-18 00:18:19.515000+02:00,2023-05-18 00:26:39.192000+02:00,draw,300,56,EvilSaintPL,1751,jimshushu,1746,499.7,8.9,0,0,0,0,58,58,White e4 c5 Nf3 Nc6,1751,0,1746,5,True
50,vUgpzFyn,True,blitz,2023-05-16 16:49:55.145000+02:00,2023-05-16 17:00:04.291000+02:00,white,300,56,EvilSaintPL,1744,Nik1965sps,1738,609.1,10.9,0,1,1,0,12,14,White e4 c5 Nf3 Nc6,1744,1,1738,6,True
51,ywtg3IM1,True,blitz,2023-05-16 00:41:34.596000+02:00,2023-05-16 00:51:22.549000+02:00,black,300,52,GoldMedalist,1676,EvilSaintPL,1738,588.0,11.3,1,0,1,0,10,12,no opens,1738,1,1676,62,True
52,8NnOnXpm,True,blitz,2023-05-16 00:29:44.907000+02:00,2023-05-16 00:39:47.946000+02:00,black,300,51,nikruslan,1790,EvilSaintPL,1730,603.0,11.8,0,0,1,0,53,16,Black e4 e5 f4 d5,1730,1,1790,-60,False
53,mxoUJi3u,True,blitz,2023-05-16 00:20:08.267000+02:00,2023-05-16 00:29:30.847000+02:00,black,300,46,ismailsivri,1723,EvilSaintPL,1722,562.6,12.2,0,0,0,0,48,48,no opens,1722,1,1723,-1,False
54,oudK7n1t,True,blitz,2023-04-26 19:07:33.996000+02:00,2023-04-26 19:12:52.529000+02:00,draw,300,40,EvilSaintPL,1722,grtv,1737,318.5,8.0,1,0,1,0,13,14,White e4 e5 Nf3 Nc6,1722,0,1737,-15,False
55,BJcFxljv,True,blitz,2023-04-26 18:58:45.210000+02:00,2023-04-26 19:05:54.627000+02:00,black,300,30,EvilSaintPL,1729,gscetin,1713,429.4,14.3,1,0,1,0,9,10,White e4 c5 Nf3 e6,1729,-1,1713,16,True
56,XTBafLEw,True,blitz,2023-04-26 18:56:28.875000+02:00,2023-04-26 18:58:09.367000+02:00,black,300,14,EvilSaintPL,1735,mohammadsene,1770,100.5,7.2,0,0,0,0,16,16,White e4 d5 exd5 Qxd5,1735,-1,1770,-35,False
57,wEMg6tXd,True,blitz,2023-04-26 18:40:35.498000+02:00,2023-04-26 18:45:14.401000+02:00,black,300,26,Aleks0811,1705,EvilSaintPL,1728,278.9,10.7,1,0,1,0,10,5,Black e4 e5 Nf3 Nc6,1728,1,1705,23,True
58,yOUF1Emq,True,blitz,2023-04-26 18:38:11.362000+02:00,2023-04-26 18:40:19.820000+02:00,black,300,16,EvilSaintPL,1736,poep_majoor,1680,128.5,8.0,0,0,0,0,18,17,White e4 e5 Nf3 Nf6,1736,-1,1680,56,True
59,gdnh9Hxm,True,blitz,2023-04-26 17:58:06.759000+02:00,2023-04-26 18:05:22.312000+02:00,white,300,48,EvilSaintPL,1729,adelsonsk8,1721,435.6,9.1,1,0,1,0,7,11,White e4 c5 Nf3 d6,1729,1,1721,8,True
60,pGQh18hG,True,blitz,2023-04-26 17:49:05.141000+02:00,2023-04-26 17:57:01.907000+02:00,black,300,55,darshanmandrekar,1756,EvilSaintPL,1722,476.8,8.7,1,0,0,0,3,57,Black e4 e5 Nf3 Nc6,1722,1,1756,-34,False
61,JyDug2g3,True,blitz,2023-04-26 17:44:49.577000+02:00,2023-04-26 17:48:45.629000+02:00,black,300,32,huntertn000,1685,EvilSaintPL,1715,236.1,7.4,1,0,1,0,19,14,no opens,1715,1,1685,30,True
62,k2SOUelM,True,blitz,2023-04-24 17:46:54.017000+02:00,2023-04-24 17:56:20.205000+02:00,black,300,39,EvilSaintPL,1722,ChipungO,1732,566.2,14.5,1,0,1,0,9,13,no opens,1722,-1,1732,-10,False
63,n8FeXtBt,True,blitz,2023-04-24 17:45:09.195000+02:00,2023-04-24 17:46:05.433000+02:00,white,300,7,EvilSaintPL,1717,sampsonisozziesdad,1631,56.2,8.0,0,0,0,0,9,8,White e4 e5 Nf3 Nc6,1717,1,1631,86,True
64,DyXfh6pf,True,blitz,2023-04-24 17:41:05.796000+02:00,2023-04-24 17:45:07.285000+02:00,white,300,33,Angel123321,1752,EvilSaintPL,1723,241.5,7.3,1,0,1,0,5,4,Black e4 e5 Nf3 Nc6,1723,-1,1752,-29,False
65,9zEeCRhu,True,blitz,2023-04-24 16:44:46.993000+02:00,2023-04-24 16:49:01.415000+02:00,black,300,31,EvilSaintPL,1731,h2Omellon,1734,254.4,8.2,1,0,1,0,7,11,White e4 e5 Nf3 d6,1731,-1,1734,-3,False
66,d05nBOfC,True,blitz,2023-04-24 16:33:11.519000+02:00,2023-04-24 16:43:27.201000+02:00,draw,300,81,EvgenyLovanov,1713,EvilSaintPL,1731,615.7,7.6,0,1,0,1,16,16,no opens,1731,0,1713,18,True
67,YUg0hOUM,True,blitz,2023-04-24 16:29:09.711000+02:00,2023-04-24 16:33:07.489000+02:00,white,300,29,walmung21,1695,EvilSaintPL,1740,237.8,8.2,1,0,1,0,16,4,Black e4 e5 Nf3 Nc6,1740,-1,1695,45,True
68,S4C87L9Y,True,blitz,2023-04-24 16:26:10.373000+02:00,2023-04-24 16:28:30.947000+02:00,black,300,15,EvilSaintPL,1748,Apti82,1759,140.6,9.4,1,0,1,0,10,7,White e4 e5 Nf3 Nc6,1748,-1,1759,-11,False
69,b7whFsZa,True,blitz,2023-04-24 16:14:30.598000+02:00,2023-04-24 16:24:41.191000+02:00,black,300,53,IDSTEAM,1704,EvilSaintPL,1741,610.6,11.5,1,0,1,0,13,6,no opens,1741,1,1704,37,True
70,EIgaBzUG,True,blitz,2023-03-12 10:25:35.041000+01:00,2023-03-12 10:31:48.194000+01:00,white,180,77,EvilSaintPL,1735,Steve-58,1726,373.2,4.8,1,0,1,0,6,14,White e4 c5 Nf3 Nc6,1735,1,1726,9,True
71,LtI9VyNN,True,blitz,2023-03-11 19:20:21.870000+01:00,2023-03-11 19:21:54.807000+01:00,black,300,7,JBPMinira,1758,EvilSaintPL,1729,92.9,13.3,0,0,0,0,9,8,Black e4 e5 Nf3 Nc6,1729,1,1758,-29,False
72,CtzFdLSE,True,blitz,2023-03-11 19:18:05.811000+01:00,2023-03-11 19:20:13.688000+01:00,white,300,17,goranovich,1837,EvilSaintPL,1733,127.9,7.5,1,0,0,0,6,18,Black e4 e5 f4 d5,1733,-1,1837,-104,False
73,U8RSLapn,True,blitz,2023-03-11 19:16:55.759000+01:00,2023-03-11 19:17:58.119000+01:00,black,300,10,EvilSaintPL,1739,HassanEden,1740,62.4,6.2,1,0,0,0,6,12,White e4 e5 Nf3 Nf6,1739,-1,1740,-1,False
74,aHjka4CK,True,blitz,2023-03-11 19:11:27.291000+01:00,2023-03-11 19:15:41.121000+01:00,black,300,22,Mollet21,1671,EvilSaintPL,1734,253.8,11.5,1,0,1,0,13,7,Black e4 e5 Nf3 Nc6,1734,1,1671,63,True
75,JgTWODm5,True,blitz,2023-03-09 14:26:00.769000+01:00,2023-03-09 14:34:41.467000+01:00,draw,300,76,EvilSaintPL,1734,jarekrisna,1711,520.7,6.9,0,0,1,0,78,10,White e4 e5 Nf3 Nc6,1734,0,1711,23,True
76,1uvR1Xyj,True,blitz,2023-03-07 13:49:16.895000+01:00,2023-03-07 13:59:30.064000+01:00,black,300,108,sstoniss,1720,EvilSaintPL,1729,613.2,5.7,1,0,1,0,16,6,Black e4 e5 Nf3 Nc6,1729,1,1720,9,True
77,Rd60klF4,True,blitz,2023-03-07 13:39:40.526000+01:00,2023-03-07 13:44:52.806000+01:00,white,300,28,EvilSaintPL,1723,BlackKnight369,1705,312.3,11.2,1,0,0,1,5,14,no opens,1723,1,1705,18,True
78,3BPMF5wj,True,blitz,2023-03-07 13:37:27.230000+01:00,2023-03-07 13:38:52.235000+01:00,black,300,17,EvilSaintPL,1728,lutschaflutscha,1773,85.0,5.0,1,0,1,0,6,8,White e4 c5 Nf3 Nc6,1728,-1,1773,-45,False
79,OeKRRkcp,True,blitz,2023-03-07 08:53:41.310000+01:00,2023-03-07 08:58:00.188000+01:00,white,300,38,EvilSaintPL,1724,guustaaf,1646,258.9,6.8,1,0,1,0,7,12,White e4 c6 d4 d5,1724,1,1646,78,True
80,U7yiWzr6,True,blitz,2023-03-07 08:11:16.089000+01:00,2023-03-07 08:20:14.172000+01:00,black,300,57,ysh380659,1687,EvilSaintPL,1719,538.1,9.4,0,1,1,0,8,12,Black e4 e5 d4 exd4,1719,1,1687,32,True
81,GBqjD0N0,True,blitz,2023-03-07 08:08:27.578000+01:00,2023-03-07 08:09:29.037000+01:00,white,300,4,shadyx5,1642,EvilSaintPL,1726,61.5,15.4,0,0,0,0,6,5,Black e4 e5 Bc4 Nf6,1726,-1,1642,84,True
82,NLx4Ua74,True,blitz,2023-03-07 08:02:16.213000+01:00,2023-03-07 08:08:19.952000+01:00,black,300,28,EvilSaintPL,1731,Mukhanov53,1783,363.7,13.0,1,0,0,1,5,14,no opens,1731,-1,1783,-52,False
83,NYxZsl8d,True,blitz,2023-03-06 18:16:51.949000+01:00,2023-03-06 18:17:13.026000+01:00,black,300,6,EvilSaintPL,1739,mazzamuz,1613,21.1,3.5,0,0,0,0,8,7,no opens,1739,-1,1613,126,True
84,IhdOuNFE,True,blitz,2023-03-06 18:13:21.183000+01:00,2023-03-06 18:16:19.007000+01:00,black,300,23,EvilSaintPL,1745,SoloveyEP61,1722,177.8,7.7,1,0,1,0,8,8,White e4 e6 d4 d5,1745,-1,1722,23,True
85,tBLGDoh2,True,blitz,2023-03-06 18:08:27.340000+01:00,2023-03-06 18:13:04.930000+01:00,white,300,23,niyazialiev,1833,EvilSaintPL,1750,277.6,12.1,1,0,1,0,5,4,Black e4 e5 Nf3 Nc6,1750,-1,1833,-83,False
86,8cLjwumm,True,blitz,2023-03-06 17:46:33.289000+01:00,2023-03-06 17:55:07.337000+01:00,black,300,57,Bobjah,1686,EvilSaintPL,1745,514.0,9.0,1,0,0,1,9,10,no opens,1745,1,1686,59,True
87,KK1O2aPr,True,blitz,2023-03-03 17:53:36.167000+01:00,2023-03-03 18:02:55.402000+01:00,black,300,47,Ehabshaami,1792,EvilSaintPL,1737,559.2,11.9,1,0,1,0,7,5,Black e4 e5 Nf3 Nc6,1737,1,1792,-55,False
88,0iijSeGL,True,blitz,2023-03-03 17:45:54.107000+01:00,2023-03-03 17:53:25.759000+01:00,black,300,48,EvilSaintPL,1743,Nurgagand1963,1791,451.7,9.4,1,0,1,0,8,5,no opens,1743,-1,1791,-48,False
89,WM2WjAaV,True,blitz,2023-03-03 17:40:44.465000+01:00,2023-03-03 17:45:41.222000+01:00,white,300,31,grasm_5,1762,EvilSaintPL,1749,296.8,9.6,1,0,1,0,11,7,Black e4 e5 Nf3 Nc6,1749,-1,1762,-13,False
90,17zaLcAg,True,blitz,2023-03-03 17:37:20.689000+01:00,2023-03-03 17:40:27.214000+01:00,black,300,29,EvilSaintPL,1756,Jaguarnegro,1743,186.5,6.4,1,0,1,0,14,14,White e4 e5 Nf3 d6,1756,-1,1743,13,True
91,x8Ld9YAW,True,blitz,2023-03-03 17:28:43.404000+01:00,2023-03-03 17:37:11.648000+01:00,white,300,34,Fedlerico,1784,EvilSaintPL,1762,508.2,14.9,1,0,1,0,19,4,Black e4 e5 Bc4 Nc6,1762,-1,1784,-22,False
92,v7kHuHGN,True,blitz,2023-03-03 17:24:59.750000+01:00,2023-03-03 17:28:06.573000+01:00,black,300,18,EvilSaintPL,1768,AlexandrK555,1765,186.8,10.4,1,0,1,0,12,11,White e4 e5 Nf3 Nc6,1768,-1,1765,3,True
93,H6kuHJFx,True,blitz,2023-03-02 19:43:42.706000+01:00,2023-03-02 19:49:13.545000+01:00,white,300,25,EvilSaintPL,1762,luionline,1770,330.8,13.2,1,0,1,0,9,7,White e4 e5 Nf3 Nc6,1762,1,1770,-8,False
94,8OwcL0iz,True,blitz,2023-03-02 19:30:08.543000+01:00,2023-03-02 19:40:12.587000+01:00,black,300,38,EvilSaintPL,1768,Grimace973,1786,604.0,15.9,0,0,0,0,40,40,no opens,1768,-1,1786,-18,False
95,NZkVnxJv,True,blitz,2023-03-02 19:28:23.134000+01:00,2023-03-02 19:29:41.387000+01:00,black,300,14,PepaDeMelon,1761,EvilSaintPL,1761,78.3,5.6,1,0,1,0,4,4,Black e4 e5 Bc4 Nc6,1761,1,1761,0,False
96,EJWDq3EK,True,blitz,2023-03-02 19:24:22.972000+01:00,2023-03-02 19:28:08.520000+01:00,white,300,24,sahmad0812c,1745,EvilSaintPL,1769,225.5,9.4,1,0,1,0,9,9,Black e4 e5 Nf3 Nc6,1769,-1,1745,24,True
97,Ckdg56VT,True,blitz,2023-03-02 19:20:31.907000+01:00,2023-03-02 19:24:19.153000+01:00,white,300,26,EvilSaintPL,1762,sahmad0812c,1751,227.2,8.7,1,0,1,0,15,20,White e4 e5 Nf3 Nc6,1762,1,1751,11,True
98,NFrmnjD4,True,blitz,2023-03-02 18:59:33.245000+01:00,2023-03-02 19:06:50.447000+01:00,black,300,34,Khschulte,1754,EvilSaintPL,1754,437.2,12.9,1,0,1,0,4,4,Black e4 e5 Nf3 Nc6,1754,1,1754,0,False
99,ncPBNwgb,True,blitz,2023-03-02 18:01:43.225000+01:00,2023-03-02 18:08:39.261000+01:00,black,300,31,LV_hnialum,1716,EvilSaintPL,1747,416.0,13.4,1,0,0,0,12,32,Black e4 e5 d4 exd4,1747,1,1716,31,True
100,tBufbLpL,True,blitz,2023-03-02 17:57:38.365000+01:00,2023-03-02 18:01:28.716000+01:00,black,300,21,EvilSaintPL,1754,Max52bis,1797,230.4,11.0,1,0,0,0,14,23,White e4 e5 Nf3 d6,1754,-1,1797,-43,False
101,RNTbaqm5,True,blitz,2023-03-02 17:21:51.453000+01:00,2023-03-02 17:29:24.809000+01:00,white,300,59,EvilSaintPL,1746,PARLAR030906,1743,453.4,7.7,1,0,0,0,7,60,White e4 e5 Nf3 Nc6,1746,1,1743,3,True
102,lvo6XKPo,True,blitz,2023-02-24 02:28:46.268000+01:00,2023-02-24 02:35:41.043000+01:00,black,300,20,Salbamen,1724,EvilSaintPL,1739,414.8,20.7,0,0,0,1,22,12,no opens,1739,1,1724,15,True
103,WmlqTiEK,True,blitz,2023-02-24 02:26:14.900000+01:00,2023-02-24 02:28:09.963000+01:00,white,300,17,EvilSaintPL,1730,yoobased,1739,115.1,6.8,1,0,1,0,4,11,White e4 e5 Nf3 Nc6,1730,1,1739,-9,False
104,XZBebkk6,True,blitz,2023-02-24 02:12:57.893000+01:00,2023-02-24 02:22:55.833000+01:00,black,300,41,kenn0727,1726,EvilSaintPL,1722,597.9,14.6,1,0,1,0,7,5,Black e4 e5 Nf3 Nc6,1722,1,1726,-4,False
105,44CBFx7Z,True,blitz,2023-02-23 05:25:09.618000+01:00,2023-02-23 05:32:28.083000+01:00,white,300,35,EvilSaintPL,1714,SolovievJuri,1705,438.5,12.5,1,0,1,0,9,11,White e4 c5 Nf3 d6,1714,1,1705,9,True
106,6dMy3mmG,True,blitz,2023-02-23 05:16:40.266000+01:00,2023-02-23 05:23:42.430000+01:00,white,300,34,rushfan,1738,EvilSaintPL,1722,422.2,12.4,1,0,0,0,12,35,Black e4 e5 f4 d5,1722,-1,1738,-16,False
107,Ta9VdNws,True,blitz,2023-02-23 05:12:02.752000+01:00,2023-02-23 05:16:32.462000+01:00,white,300,34,EvilSaintPL,1713,mansuliman,1720,269.7,7.9,1,0,1,0,13,12,no opens,1713,1,1720,-7,False
108,0hkr59Ps,True,blitz,2023-02-23 05:09:38.370000+01:00,2023-02-23 05:11:49.836000+01:00,white,300,12,SuperFlyRabi,1823,EvilSaintPL,1720,131.5,11.0,1,0,0,0,9,13,Black e4 e5 Nf3 Nc6,1720,-1,1823,-103,False
109,D4UMm6U2,True,blitz,2023-02-23 04:57:58.879000+01:00,2023-02-23 05:08:02.932000+01:00,black,300,43,EvilSaintPL,1729,arg_nocturne,1707,604.1,14.0,0,0,0,0,45,45,White e4 e5 Nf3 Nc6,1729,-1,1707,22,True
110,IcOgxGB8,True,blitz,2023-02-23 04:52:25.482000+01:00,2023-02-23 04:57:44.232000+01:00,white,300,22,evrovitek,1714,EvilSaintPL,1739,318.8,14.5,1,0,1,0,7,5,no opens,1739,-1,1714,25,True
111,UFDJXT1Q,True,blitz,2023-02-23 04:46:51.228000+01:00,2023-02-23 04:51:44.342000+01:00,white,300,20,EvilSaintPL,1731,lfs000,1693,293.1,14.7,1,0,1,0,7,16,no opens,1731,1,1693,38,True
112,xBaT3Uu0,True,blitz,2023-02-23 04:40:41.359000+01:00,2023-02-23 04:46:42.221000+01:00,white,300,34,Rafik-Saparov07,1737,EvilSaintPL,1740,360.9,10.6,1,0,0,0,11,35,Black e4 e5 Nf3 Nc6,1740,-1,1737,3,True
113,Vn66Qgvp,True,blitz,2023-02-23 04:31:01.702000+01:00,2023-02-23 04:40:34.052000+01:00,draw,300,61,Jamaxa,1682,EvilSaintPL,1742,572.4,9.4,1,0,0,1,14,13,Black e4 e5 d4 exd4,1742,0,1682,60,True
114,FT3lKvYF,True,blitz,2023-02-23 04:27:58.089000+01:00,2023-02-23 04:30:18.155000+01:00,black,300,15,EvilSaintPL,1752,Payta,1766,140.1,9.3,1,0,1,0,6,6,White e4 g6 d4 Bg7,1752,-1,1766,-14,False
115,Yr6sO75s,True,blitz,2023-02-23 02:47:07.844000+01:00,2023-02-23 02:57:28.832000+01:00,black,300,72,Dirge432,1759,EvilSaintPL,1741,621.0,8.6,1,0,1,0,8,15,no opens,1741,1,1759,-18,False
116,A0Gnq3T2,True,blitz,2023-02-23 01:04:47.892000+01:00,2023-02-23 01:09:39.932000+01:00,black,300,31,betanzosmh,1725,EvilSaintPL,1730,292.0,9.4,1,0,0,0,6,33,no opens,1730,1,1725,5,True
117,up4VLJnW,True,blitz,2023-02-23 00:55:51.430000+01:00,2023-02-23 01:04:20.557000+01:00,black,300,28,EvilSaintPL,1739,mblaschke,1817,509.1,18.2,1,0,1,0,7,8,no opens,1739,-1,1817,-78,False
118,uDAWvker,True,blitz,2023-02-23 00:44:01.050000+01:00,2023-02-23 00:53:55.530000+01:00,white,300,61,chiquito48,1842,EvilSaintPL,1748,594.5,9.7,1,0,1,0,5,7,no opens,1748,-1,1842,-94,False
119,xAvCN6kL,True,blitz,2023-02-23 00:30:00.148000+01:00,2023-02-23 00:38:09.741000+01:00,white,300,28,EvilSaintPL,1732,coragem4,1835,489.6,17.5,1,0,1,0,10,10,White e4 e5 Nf3 d6,1732,1,1835,-103,False
120,fjnErqMR,True,blitz,2023-02-21 05:59:49.873000+01:00,2023-02-21 06:07:20.789000+01:00,white,300,45,EvilSaintPL,1720,ukas25,1712,450.9,10.0,1,0,1,0,11,10,no opens,1720,1,1712,8,True
121,qY1tTmhd,True,blitz,2023-02-21 05:53:37.319000+01:00,2023-02-21 05:59:42.347000+01:00,black,300,24,EvilSaintPL,1733,Eddyelm91,1712,365.0,15.2,1,0,1,0,9,9,White e4 c5 Nf3 Nc6,1733,-1,1712,21,True
122,J6TR51LN,True,blitz,2023-02-18 22:43:07.206000+01:00,2023-02-18 22:52:59.640000+01:00,black,300,65,EvilSaintPL,1747,Spezialisto,1732,592.4,9.1,0,0,0,0,67,67,no opens,1747,-1,1732,15,True
123,tSvieCNz,True,blitz,2023-02-18 04:52:09.736000+01:00,2023-02-18 04:58:32.787000+01:00,black,300,23,tituhs,1500,EvilSaintPL,1742,383.1,16.7,0,0,1,0,25,8,Black e4 e5 Nf3 Nc6,1742,1,1500,242,True
